RLN,SERVICE_CODE,UIC,ULC,UTC,UNIT_NAME,DESCRIPTION,NUM_PAX,ORIGIN_GEOLOC,ORIGIN_NAME,POE_GEOLOC,POE_NAME,POD_GEOLOC,POD_NAME,DEST_GEOLOC,DEST_NAME,RLD_ORIGIN,ALD_POE,EAD_POD,LAD_POD,RDD_DEST,BLANK
"SAR3C","A","WNCNAA","CO","UBBNN","416th TC MDM TRK CO 5000 GAL T","(3C) T MDM TRK CO 5000 GAL TAN",0.000000000000000000000000000000,"HKUZ","Ft Stewart","UZXJ","Savannah","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"SAR4C","A","WB4OAA","CO","HM6NN","632nd MAINT CO HVY EQ INTMED R","(3T) MAINT CO HVY EQ INTMED RR",0.000000000000000000000000000000,"HCTL","Ft Bragg","UZXJ","Savannah","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"SARLC","A","WELKAA","CO","J5TNN","110th QM PETROLEUM SUPPLY CO","(3C) PETROLEUM SUPPLY CO",0.000000000000000000000000000000,"HKUZ","Ft Stewart","UZXJ","Savannah","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"SAT5C","A","WDHJAA","CO","1H766","24th ORD CO AMMO DS  PLS MOADS","(3T) ORD CO AMMO DS  PLS MOADS",0.000000000000000000000000000000,"HKUZ","Ft Stewart","UZXJ","Savannah","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"SAV0C","A","WAO7AA","HHB","1XC66","212th FA BDE","HHB  FA BDE WITH TACFIRE",0.000000000000000000000000000000,"HKNN","Ft Sill","BBNV","Beaumont","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"SAV1C","A","WAJLAA","BN","11BBB","1/12 FA BN","MLRS BN FORCE XXI DIVARTY",0.000000000000000000000000000000,"HKNN","Ft Sill","BBNV","Beaumont","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"SAV2C","A","WH2QAA","BN","11BBB","1/77 FA BN","MLRS BN FORCE XXI DIVARTY",0.000000000000000000000000000000,"HKNN","Ft Sill","BBNV","Beaumont","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"SAV3C","A","WA1QAA","BN","11BBB","2/18 FA BN","MLRS BN FORCE XXI DIVARTY",0.000000000000000000000000000000,"HKNN","Ft Sill","BBNV","Beaumont","QBAL","Mersin","SNNY","Osmaniye",52.000000000000000000000000000000,54.000000000000000000000000000000,68.000000000000000000000000000000,75.000000000000000000000000000000,75.000000000000000000000000000000
"AR10076","A",\N,\N,\N,\N,"RATIONS",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10077","A",\N,\N,\N,\N,"WATER",0.000000000000000000000000000000,"ESGM","Ft Drum","RRRK","New York Port Emb","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10079","A",\N,\N,\N,\N,"GENERAL SUPPLY",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10081","A",\N,\N,\N,\N,"PKG POL",0.000000000000000000000000000000,"HDFM","Ft Chaffee","BBNV","Beaumont","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10082","A",\N,\N,\N,\N,"GROUND POL",0.000000000000000000000000000000,"HFTZ","Ft Hood","LCMT","Houston","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10084","A",\N,\N,\N,\N,"CONSTRUCT MAT",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10086","A",\N,\N,\N,\N,"AIR AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10088","A",\N,\N,\N,\N,"GROUND AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10091","A",\N,\N,\N,\N,"ELECTRONIC MEI",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10093","A",\N,\N,\N,\N,"TAC VEH MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10095","A",\N,\N,\N,\N,"MISSLES MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10097","A",\N,\N,\N,\N,"WEAPONS MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10101","A",\N,\N,\N,\N,"GND SUPT PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10103","A",\N,\N,\N,\N,"MAIL",0.000000000000000000000000000000,"LEXG","Hunter Aaf","UZXJ","Savannah","JWJY","Hefaa","AYYM","Batman",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10180","A",\N,\N,\N,\N,"RATIONS",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10181","A",\N,\N,\N,\N,"WATER",0.000000000000000000000000000000,"ESGM","Ft Drum","RRRK","New York Port Emb","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10183","A",\N,\N,\N,\N,"GENERAL SUPPLY",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10185","A",\N,\N,\N,\N,"PKG POL",0.000000000000000000000000000000,"HDFM","Ft Chaffee","BBNV","Beaumont","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10186","A",\N,\N,\N,\N,"GROUND POL",0.000000000000000000000000000000,"HFTZ","Ft Hood","LCMT","Houston","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10188","A",\N,\N,\N,\N,"CONSTRUCT MAT",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10190","A",\N,\N,\N,\N,"AIR AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10192","A",\N,\N,\N,\N,"GROUND AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10195","A",\N,\N,\N,\N,"ELECTRONIC MEI",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10197","A",\N,\N,\N,\N,"TAC VEH MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10199","A",\N,\N,\N,\N,"MISSLES MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10201","A",\N,\N,\N,\N,"WEAPONS MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10205","A",\N,\N,\N,\N,"GND SUPT PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10207","A",\N,\N,\N,\N,"MAIL",0.000000000000000000000000000000,"LEXG","Hunter Aaf","UZXJ","Savannah","NBDY","Livorno-leghorn","FGQS","Diyarbakir",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10267","A",\N,\N,\N,\N,"RATIONS",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10268","A",\N,\N,\N,\N,"WATER",0.000000000000000000000000000000,"ESGM","Ft Drum","RRRK","New York Port Emb","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10270","A",\N,\N,\N,\N,"GENERAL SUPPLY",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10272","A",\N,\N,\N,\N,"PKG POL",0.000000000000000000000000000000,"HDFM","Ft Chaffee","BBNV","Beaumont","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10273","A",\N,\N,\N,\N,"GROUND POL",0.000000000000000000000000000000,"HFTZ","Ft Hood","LCMT","Houston","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10275","A",\N,\N,\N,\N,"CONSTRUCT MAT",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10277","A",\N,\N,\N,\N,"AIR AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10282","A",\N,\N,\N,\N,"ELECTRONIC MEI",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10284","A",\N,\N,\N,\N,"TAC VEH MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10286","A",\N,\N,\N,\N,"MISSLES MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10288","A",\N,\N,\N,\N,"WEAPONS MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10292","A",\N,\N,\N,\N,"GND SUPT PARTS",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10294","A",\N,\N,\N,\N,"MAIL",0.000000000000000000000000000000,"LEXG","Hunter Aaf","UZXJ","Savannah","NBDY","Livorno-leghorn","GQSE","Gazi Anter",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10354","A",\N,\N,\N,\N,"RATIONS",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10355","A",\N,\N,\N,\N,"WATER",0.000000000000000000000000000000,"ESGM","Ft Drum","RRRK","New York Port Emb","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10357","A",\N,\N,\N,\N,"GENERAL SUPPLY",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10359","A",\N,\N,\N,\N,"PKG POL",0.000000000000000000000000000000,"HDFM","Ft Chaffee","BBNV","Beaumont","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10360","A",\N,\N,\N,\N,"GROUND POL",0.000000000000000000000000000000,"HFTZ","Ft Hood","LCMT","Houston","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10362","A",\N,\N,\N,\N,"CONSTRUCT MAT",0.000000000000000000000000000000,"WMYX","Susquehanna Od Dp","RRRK","New York Port Emb","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10364","A",\N,\N,\N,\N,"AIR AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10366","A",\N,\N,\N,\N,"GROUND AMMO",0.000000000000000000000000000000,"AKWS","Anniston Army Dep","WMPT","Sunny Point","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10369","A",\N,\N,\N,\N,"ELECTRONIC MEI",0.000000000000000000000000000000,"UAUW","Red River Depot","LCMT","Houston","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10371","A",\N,\N,\N,\N,"TAC VEH MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10373","A",\N,\N,\N,\N,"MISSLES MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
"AR10375","A",\N,\N,\N,\N,"WEAPONS MEI",0.000000000000000000000000000000,"HHJM","Anniston","DKSD","Charleston","JWJY","Hefaa","JYDP","Hamah",\N,70.000000000000000000000000000000,95.000000000000000000000000000000,104.000000000000000000000000000000,105.000000000000000000000000000000
